number,title,genre,rating,casting,place,period
116,갈라 콘서트 ,창작,9.4,"['김호영', '이충주', '이정화', '윤지환', '한형원', '민활란', '뮤직할 밴드', '조성현', '장동혁']",평촌아트홀,2019/11/02 ~ 2019/11/02 
118,쓰릴 미,라이선스,9.5,"['양지원', '김현진', '김우석', '이해준', '구준모', '노윤']",예스24스테이지 2관,2019/12/10 ~ 2020/03/01 
119,힐링 인 더 라디오,창작,10,"['김정혁', '노수빈', '조호인', '김은영', '이상은', '오세웅']",알앤제이씨어터 (구.연진아트홀),2019/11/13 ~ 2019/12/29 
120,반 고흐와 해바라기 소년,창작,9.6,"['이석준', '송용진', '유제윤', '이지훈', '이준용', '심재현', '이한밀', '노지연', '김문학', '문갑주', '임수빈', '김민강', '안현석', '최준영', '강진실', '송영화', '서수민', '김태윤', '장현빈', '유주열', '이운재', '강현중', '한가온']",국립중앙박물관 극장 용,2019/04/24 ~ 2019/05/26 
121,구내과병원,창작,9.2,"['안지환', '주하진', '김대현', '유제윤', '김아영', '김국희', '원종환', '조훈', '김수연', '이세령', '최호승', '문경초', '최호승', '문경초', '금조', '이아진']",예스24스테이지 3관,2019/07/05 ~ 2019/09/01 
122,오페라의 유령 내한공연 ,오리지널,9.3,[],부산 드림씨어터,2019/12/13 ~ 2020/02/09 
123,옹알스,퍼포먼스,9.9,['옹알스'],아트원씨어터 1관,2019/11/21 ~ 2020/02/07 
124,루나틱,뮤지컬,9.4,"['최예윤', '허윤혜', '손예슬', '박웅', '강동석', '이정연', '이민재', '권혁선', '한재하', '한준용', '이보라', '안지현', '은가은', '서정원', '김윤희', '방보용']",대학로 아트문씨어터,2019/12/11 ~ 2020/02/02 
125,영웅,창작,9.5,"['정성화', '양준모', '김도형', '이정열', '정의욱', '정재은', '린지', '김늘봄', '제병진', '임정모', '허민진', '김현진', '황이건', '임선애', '임용희', '김진철', '박현우', '이창혁', '정택수', '반정모']",세종문화회관 대극장,2019/03/09 ~ 2019/04/21 
126,차가운 심장,창작,9.1,"['김록현', '김로완', '이여진', '강동엽']",성수아트홀,2019/01/25 ~ 2019/02/03 
127,베니스의 상인,뮤지컬,5.5,"['박성훈', '김수용', '이승재', '주민진', '유미', '허도영', '이연경', '한일경', '김범준', '우현아', '박선옥', '이미주']",세종문화회관 M씨어터,2019/05/28 ~ 2019/06/16 
128,6시 퇴근,창작,9.6,"['고유진', '주종혁', '임준혁', '이승헌', '최미소', '손예슬', '박웅', '유환웅', '신현묵', '최유찬', '고현경', '최호승', '이민재', '강찬', '권혁선', '오진영', '신진경', '안지현', '정성일', '박태성', '김권']",예스24스테이지 3관,2019/04/11 ~ 2019/05/12 
129,씨블링스,백암아트홀,8.7,[],백암아트홀,2019/04/18 ~ 2019/04/21 
130,친정엄마,창작,9.6,"['나문희', '김수미', '김아선', '최우리', '김혜민', '양창규', '이동화', '강산하', '이현우', '염승윤']",이화여자대학교 삼성홀,2019/09/07 ~ 2019/10/20 
131,이토록 보통의,창작,9.2,"['최연우', '이예은', '성두섭', '정욱진', '정휘']",예스24스테이지 3관,2019/09/07 ~ 2019/11/10 
132,독립군 ,창작,10,"['김다현', '박성환', '이경', '한인수', '최형석', '김기종', '변형범', '송진우', '유현서', '전지석', '레아', '김정윤', '홍민아', '박정희', '정진숙', '박진원', '석지한', '조한결', '조용기', '김동현', '김현기', '이은수', '이민국', '정혜원', '정하진', '고희송', '김영림', '서동익', '신재호', '안규연', '윤종은', '이나경', '이수진', '이양훈', '이정원', '전혜주', '정은선']",수원 SK아트리움 대공연장,2019/04/12 ~ 2019/04/21 
133,미아 파밀리아,창작,9.6,"['이승현', '김도빈', '권용국', '유성재', '조풍래', '안창용', '허규', '박영수', '박규원']",대학로 드림아트센터 2관,2019/05/28 ~ 2019/08/11 
134,전설의 리틀 농구단,창작,9.8,"['유승현', '안재영', '송유택', '임진섭', '신창주', '박대원', '구준모', '조현우', '김찬', '황순종', '안지환', '이주순']",서경대학교 공연예술센터 SKON2관,2019/09/10 ~ 2019/10/27 
135,미스터쇼,뮤지컬,9.5,"['문용현', '민정기', '노진욱', '김사홍', '정윤호', '이희중', '김동희', '김시우', '김준석', '최혁진', '민태식', '이주형']",신한카드 FAN(판)스퀘어_라이브홀,2019/09/20 ~ 2020/02/16 
136,인현왕후 ,창작,,"['전수미', '임강성', '문혜원', '김주호', '이경옥', '이재홍', '백민호', '윤병일']",김천문화예술회관,2019/10/31 ~ 2019/11/02 
137,모든 순간이 너였다,뮤지컬,9.3,"['임강성', '허영생', '김지온', '조환지', '백승렬', '정재은', '양지원', '정영아', '고은영']",백암아트홀,2019/10/18 ~ 2019/11/17 
138,위대한 개츠비,라이선스,9.1,"['박정복', '강상준', '김사라', '이서영', '마현진', '이기현', '이종석', '박성광', '김찬휘', '홍륜희', '이지은', '장향희', '정해은', '김찬휘', '류수아', '이지은', '장향희']",개츠비맨션 (그레뱅뮤지엄 2층),2019/12/18 ~ 2020/02/28 
139,파가니니,뮤지컬,9.2,"['KoN', '김경수', '박규원', '유승현', '서승원', '이준혁', '유주혜', '하현지', '벤지', '윤영석', '조영아', '박수현']",세종문화회관 M씨어터,2019/02/15 ~ 2019/03/31 
140,뮤지컬 갈라 콘서트 ,뮤지컬,9.3,"['한지상', '리사', '카이']",부평아트센터 해누리 극장,2019/11/13 ~ 2019/11/13 
141,젠틀맨스 가이드 ,라이선스,9.8,"['김동완', '유연석', '서경수', '오만석', '이규형', '임혜영', '김아선', '김현진']",수원 SK아트리움 대공연장,2019/03/01 ~ 2019/03/03 
142,디바,창작,9.5,"['김서별', '박다영', '신미연', '장예원', '김도형', '김태유', '덕인', '곽움', '박재형', '엄대현']",해오름 예술극장,2019/04/12 ~ 2019/06/09 
143,얼쑤,창작,9.6,"['강인대', '김대웅', '이민지']",세종문화회관 S씨어터,2019/04/17 ~ 2019/05/05 
144,앙상블,뮤지컬,9,"['공민섭', '김찬종']",우란문화재단 우란2경,2019/07/28 ~ 2019/07/30 
145,그리스 ,라이선스,8.7,"['서경수', '김태오', '양서윤', '한재아', '임정모', '황우림', '이석준', '김이담', '배나라', '김이후', '임남정', '정예주', '김대종', '임기홍', '이동욱', '정현지']",김해문화의전당 마루홀,2019/11/15 ~ 2019/11/17 
146,헛스윙밴드 ,창작,9,"['허규', '박정민', '김리', '한우리']",부평아트센터 달누리 극장,2019/12/11 ~ 2019/12/14 
147,헬로 카봇,어린이/가족,9.5,"['김셔니', '이나영', '김가람']",나루아트센터 대공연장,2019/12/13 ~ 2020/02/02 
148,재생불량소년,창작,9.5,"['강찬', '백승렬', '조원석', '유동훈', '황두현', '김방언', '심우성', '김세중', '정영아']",동양예술극장 2관 (구.아트센터K 세모극장),2019/12/07 ~ 2020/01/05 
149,광화문연가 ,창작,9.3,"['안재욱', '이건명', '강필석', '구원영', '김호영', '이석훈', '정욱진', '이찬동', '임강희', '린지', '이봄소리', '정연', '장은아', '오석원']",부산시민회관 대극장,2019/02/15 ~ 2019/02/17 
150,더 캐슬,창작,8.6,"['김재범', '최재웅', '에녹', '정상윤', '김경수', '정동화', '윤소호', '이용규', '김려원', '강혜인', '김수연', '이용규', '백승렬', '강은일', '조훈']",예스24스테이지 1관,2019/04/15 ~ 2019/06/30 
151,워치,창작,9.1,"['조성윤', '정원영', '스테파니', '황만익', '김윤하', '장원령', '김수영', '진상현', '남궁민희']",국립중앙박물관 극장 용,2019/09/10 ~ 2019/09/15 
152,1446 여민락 콘서트,창작,9.5,"['정상윤', '박유덕', '고영빈', '이준혁', '박정원', '황민수', 'KoN']",예스24스테이지 2관,2019/09/26 ~ 2019/09/28 
153,여신님이 보고 계셔 ,창작,,"['성두섭', '정휘', '윤석원', '강기둥', '조풍래', '손유동', '최연우']",수원 SK아트리움 대공연장,2019/10/25 ~ 2019/10/26 
154,약속큐브,어린이/가족,8.6,"['이혜지', '선일', '이자영', '최유리']",CKL 스테이지,2019/10/26 ~ 2019/10/27 
155,어린 왕자,어린이/가족,9.4,"['김다영', '김종년', '이자영' '김기남']",예림당아트홀,2019/05/04 ~ 2019/06/30
156,NEW 달을 품은 슈퍼맨,창작,9.5,"['이서영', '송영미', '이우종', '조환지', '김지온', '정휘욱', '강수영', '김은주', '서태인', '한상욱', '박희수', '장한얼']",대학로 드림아트센터 2관,2019/08/30 ~ 2019/11/03 
157,우리들의 사랑,창작,8.8,"['김영환', '김대우', '이민재', '홍종화', '김소년', '허영택', '박시원', '지혜련', '김미진', '홍경아', '권혁준', '송기정']",예그린씨어터,2019/11/01 ~ 2020/01/19 
158,창작,창작,9,"['김석환', '신혁수', '이승연', '신민', '신성수', '김동준', '최은미', '민세연']",대학로 마당세실극장,2019/11/05 ~ 2019/12/29 
159,열두 번째 밤 ,창작,8.3,"['신의정', '김지강', '안덕용', '이여운', '박성환', '신세윤', '정진숙', '송진우', '김정윤', '이경', '유현서', '김형근', '여수빈', '김동하', '전지석']",수원 SK아트리움 소공연장,2019/11/22 ~ 2019/11/24 
160,무령의 꿈 - 공주,뮤지컬,,"['임호', '위훈', '최승열', '강인대', '맹상열', '김기창', '김율희', '김태수']",공주 금강신관공원 미르섬,2019/09/29 ~ 2019/10/05 
161,최후진술,창작,,"['고유진', '이승현', '박규원', '백형훈', '유성재', '최성욱', '최석진', '최민우']",예스24스테이지 2관,2019/03/16 ~ 2019/06/09 
162,아리 아라리,창작,9.8,"['선승수', '박가영', '조슬아', '한승연', '김혜인', '유옥녀', '변혜량', '이은정', '연수연', '조혜안', '이재욱', '박준하', '유영욱', '남호윤', '김동민', '조민호', '박철웅', '전민혁', '계현욱', '주재희', '서영서', '홍성민', '최광희', '장하람']",국립국악원 예악당,2019/03/22 ~ 2019/03/24 
163,더 픽션,창작,9.4,"['박유덕', '주민진', '박규원', '유승현', '박정원', '강찬', '황민수', '박건', '김준영', '안지환']",대학로 티오엠 1관,2019/04/13 ~ 2019/06/30 
164,스쿨 오브 락,오리지널,9.7,[],샤롯데씨어터,2019/06/07 ~ 2019/08/25 
165,신흥무관학교 ,창작,9.9,"['고은성', '강하늘', '조권', '김성규', '온유', '이태은', '임찬민', '김성기', '김태문', '오진영', '진상현', '이재균', '박종찬']",춘천 강원대학교 백령아트센터 (구 백령문화관),2019/05/31 ~ 2019/06/01 
166,테레즈 라캥,뮤지컬,8,"['정인지', '나하나', '고상호', '백형훈', '노윤', '박정원', '최석진', '박준휘', '오진영', '최현선']",예스24스테이지 2관,2019/06/18 ~ 2019/09/01 
167,"금강, 1984",창작,9.3,"['최우혁', '임혜영', '조정근', '박유겸', '김선동', '강애심', '이기동', '김재한', '김홍부', '강하나', '박진주', '오주언', '곽이안']",성남아트센터 앙상블시어터,2019/06/22 ~ 2019/06/23 
168,워치 ,창작,9.8,"['조성윤', '정원영', '스테파니', '황만익', '김윤하', '장원령', '김수영', '진상현', '김문학']",예산문예회관,2019/10/02 ~ 2019/10/02 
169,파이팅콜,창작,9.7,"['성민', '김태건', '한원빈', '이가혜', '김인영', '권수현', '이기동', '김승태', '나현수', '정의철', '한준용', '윤하얀', '오유선', '유수진', '박아경']",대학로 열린극장,2019/04/26 ~ 2019/06/30 
170,차가운 심장 2,창작,8.3,"['안유진', '이여진', '송용진', '박한근', '전석호', '박동욱', '김로완']",소월아트홀,2019/12/07 ~ 2019/12/29 
171,가야의 노래,창작,9.6,"['성기윤', '강현구', '이상아', '강연종', '이상혁', '박지혜']",국립중앙박물관 극장 용,2019/12/07 ~ 2019/12/08 
172,스타라이트 스토리,창작,9.1,"['임어울', '송지혜', '김명희', '천지현', '김지현', '남해현', '황병일']",파인트리시어터,2019/12/17 ~ 2019/12/30 
173,더 스토리 오브 언더더씨,어린이/가족,9.5,"['임준성', '김송이']",유니버설아트센터,2019/07/06 ~ 2019/08/25 
174,허풍선이 과학쇼,어린이/가족,9.8,"['이상곤', '안유안', '김명희', '김선효', '김형진']",대원 콘텐츠 라이브 극장,2019/07/05 ~ 2019/08/25 
175,구,창작,,"['왕시명', '김민강', '현석준', '임찬민', '오유민', '이진우', '이산하']",CJ 아지트 대학로(구 SM아트홀),2019/06/26 ~ 2019/07/14 
176,오늘을 기억해 ,창작,10,"['한현민', '이재형', '정진욱', '백재현', '엄선영', '최수연', '전보영']",대구봉산문화회관 대공연장(가온홀),2019/09/06 ~ 2019/09/06 
177,산타와 빈양말,어린이/가족,9.3,"['이자영', '김다영', '최유리', '나소현', '이석원', '전재광', '김기남', '김반효', '강민지', '최세찬']",KT&G 상상마당 대치아트홀,2019/11/23 ~ 2019/12/29 
178,라푼젤,어린이/가족,9,"['이미경', '이민지', '황바울', '김형태', '제은빈']",꿈의숲 아트센터 퍼포먼스홀,2019/09/13 ~ 2019/09/22 
179,바람이 불어오는 곳 ,창작,7.3,"['박형규', '황려진', '언희', '박두성', '이현도', '박신후']",고양아람누리 아람극장,2019/11/09 ~ 2019/11/09 
180,사랑에 관한 다섯개의 소묘 ,창작,8,['이민지'],CK아트홀,2019/11/22 ~ 2019/12/29 
181,싯다르타 ,창작,8.6,"['이유', '곽동현', '이훈진', '배준성', '최은미', '서승원', '최동호', '윤주희', '이승연', '김석환', '강민수', '이나경', '고준오']",부산 드림씨어터,2019/11/21 ~ 2019/11/24 
182,오 당신이 잠든 사이 ,창작,9.2,"['문경초', '신재열', '이후림', '허만', '강하나', '이소희', '최소영', '김재은', '김예린']",군포문화예술회관 철쭉홀(소공연장),2019/12/24 ~ 2019/12/28 
183,메노포즈 ,라이선스,9.4,"['박준면', '이경미', '홍지민', '문희경', '김선경', '주아', '황석정', '유보영']",인천문화예술회관 대공연장,2019/05/03 ~ 2019/05/04 
184,복순이 할배 ,창작,10,"['박준성', '김범수']",아트레볼루션 전용관 (구.디코소극장),2019/04/09 ~ 2019/05/26 
185,노리야 학교가자 ,어린이/가족,9.7,"['지수아', '김혜원', '이인석', '장혜성', '수리', '이두연']",전주 한해랑아트홀,2019/05/04 ~ 2019/06/30 
187,각인,뮤지컬,9.6,"['김현지', '이채영', '박형준', '윤태우', '김지환', '김정호']",대학로 열린극장,2019/07/05 ~ 2019/08/18 
188,길 ,창작,10,"['정태준', '박혜민', '전걸', '손민아', '박찬양', '이승리', '이지혁', '강민수', '이현우', '곽단비']",김천문화예술회관 대공연장,2019/07/10 ~ 2019/07/10 
189,이육사,창작,9.3,"['서승원', '박혜민', '정태준', '유은홍', '허진', '권오현', '이재홍', '이종길', '윤병일', '최창욱', '백민호', '노승환', '박상령', '조강현', '서미소']",안동문화관광단지 특설무대,2019/08/15 ~ 2019/08/17 
190,세계노래자랑,창작,7.2,"['조성현', '윤소호', '전예지', '윤지환', '김지욱', '한준용', '김아리', '한형원', '민활란']",하나투어 브이홀 (구 레진코믹스 브이홀),2019/10/28 ~ 2019/10/28 
191,더 스트레인지,창작,9,"['김석환', '신혁수', '이승연', '신민', '신성수', '김동준', '최은미', '민세연']",대학로 마당세실극장,2019/11/05 ~ 2019/12/29 
192,라스트 캘린더,뮤지컬,,"['안유진', '이건명', '정동화', '김경수']",코엑스아티움,2019/12/26 ~ 2019/12/26 
193,기타리스트,창작,7.6,"['임어울', '김주사랑', '채종국', '성연호', '서대덕', '황리하', '조현지', '이지혁']",용산아트홀 대극장 미르,2019/03/20 ~ 2019/03/24 
194,로미오와 줄리엣,창작,9.6,"['임성목', '김단아', '한미래', '김경록', '전영진']",명작극장 (구 아츠플레이씨어터),2019/03/02 ~ 2019/12/29 
195,외솔 ,창작,9.8,"['최수형', '왕시명', '서광섭']",울산문화예술회관 대공연장,2019/10/08 ~ 2019/10/09 
196,루나틱 ,창작,9.4,"['엄선영', '박도욱', '임선아', '백재현', '이정연', '전보영']",남동소래아트홀 소래극장(구 남동문화예술회관),2019/06/29 ~ 2019/06/29 
197,국화꽃향기 ,창작,8.1,"['장덕수', '박세웅', '황정윤', '정서희', '홍성희']",수원 SK아트리움 소공연장,2019/11/15 ~ 2019/11/16 
198,벽속의 요정 ,창작,9.5,['김성녀'],대구봉산문화회관 대공연장(가온홀),2019/12/01 ~ 2019/12/29 
199,헤드윅 ,라이선스,9.6,"['오만석', '마이클 리', '정문성', '이규형', '전동석', '제이민', '유리아', '홍서영', '김민기', 'ZAKKY', '이준']",센텀시티 소향씨어터 신한카드홀,2019/12/21 ~ 2019/12/29 
200,"윤동주, 달을 쏘다.",창작,9.6,"['박영수', '신상언', '김도빈', '강상준', '김용한', '조풍래', '정지만', '하선진', '송문선']",예술의전당 CJ 토월극장,2019/03/05 ~ 2019/03/17 
201,도산 안창호,창작,10,"['김남훈', '김홍부', '구정은', '진승영', '김민정', '이우진', '김지후', '유재민', '김태건', '강민지', '이동윤', '이재희', '이지혁', '박채원']",나루아트센터 대공연장,2019/11/16 ~ 2019/11/17 
202,대한의 이름으로,창작,9.5,"['권희안', '안성우', '박준호', '신의호', '조혜령', '차이화', '박지혜', '김형석', '박재현', '신시현', '김동윤', '이현호', '김철호', '김정주', '제현유', '오유선', '김지현', '정다혜']",세실극장,2019/11/02 ~ 2019/11/10 
203,시카고 ,라이선스,9,"['최정원', '박칼린', '아이비', '김지우', '남경주', '안재욱', '김경선', '김영주', '차정현', '임동섭', '최원섭']",고양아람누리 아람극장,2019/01/04 ~ 2019/01/06 
204,달과 6펜스,창작,8.9,"['박한근', '주민진', '유승현', '김지철', '김지휘', '유현석', '김히어라', '하현지']",대학로 티오엠 2관,2019/03/01 ~ 2019/04/21 
205,베드로,창작,9.7,"['김재선', '정운택', '이영길', '최지훈', '최승환', '정순호', '김슬기', '이예은', '강진실']",JTN 아트홀 1관,2019/02/09 ~ 2019/02/16 
206,아빠 얼굴 예쁘네요,어린이/가족,9.4,"['김다영', '이홍재', '김지윤', '방진수']",학전블루소극장,2019/03/01 ~ 2019/03/24 
207,버드나무에 부는 바람,어린이/가족,9.1,"['홍지연', '조효준']",코엑스 아트홀,2019/04/05 ~ 2019/06/30 
208,공룡이 살아있다,어린이/가족,9.3,"['안진영', '김다영', '강웅곤', '김기남', '최유리']",국립중앙박물관 극장 용,2019/07/05 ~ 2019/09/01 
209,슈퍼맨처럼,어린이/가족,9.6,"['방기범', '이일진', '황기석', '박한돌', '김민성', '김지윤']",학전블루소극장,2019/05/25 ~ 2019/06/23 
210,사랑을 이루어 드립니다,창작,10,"['이원준', '변용준', '김수정', '남지혜', '정서우', '오정인', '박지호', '이형선', '이도현', '최원진', '황재훈', '이성훈', '박재휘']",이엘프러스 가든씨어터(구 가든씨어터),2019/07/25 ~ 2019/08/31 
211,헬렌 앤 미,창작,9.6,"['김민강', '조은진']",예스24스테이지 3관,2019/03/09 ~ 2019/04/07 
212,유앤잇,유앤잇,933,"['서형훈', '서찬양']",예스24스테이지 2관,2019/10/02 ~ 2019/10/06 
213,SO WHAT?!,창작,8.8,"['심수영', '강민규', '황성재', '유현수', '김대환', '김상우', '김가은', '윤지아', '이예슬', '오다은']",원패스아트홀,2019/08/29 ~ 2019/12/31 
214,초이스,창작,7,"['김나윤', '김도하', '김단아', '민지희', '신주아', '고미서', '한채율', '김리안', '정가인', '최예승', '박정후', '권기은', '정예영', '손서인']",극장 칸테움,2019/04/19 ~ 2019/04/21 
215,요괴메카드,어린이/가족,9.6,"['한소희', '이상민', '차정훈', '윤석배', '송햇귀로니', '송햇귀로니', '송햇귀로니', '정라영']",서울 올림픽 공원 우리금융아트홀,2019/04/26 ~ 2019/05/15 
216,구미호 ,라이선스,10,"['이기동', '정영아', '최종선', '배준성', '한아정', '정종환']",인천문화예술회관 대공연장,2019/05/31 ~ 2019/06/02 
217,효자심청 ,뮤지컬,,"['오충수', '황윤지', '백성수', '김선영', '김지원', '송지민', '이상희', '강민정', '강초원', '김주은', '지선아']",북인천여자중학교 장미관,2019/07/11 ~ 2019/07/11 
218,별이 빛나는 밤에 ,뮤지컬,,"['박시원', '카이', '서동진', '김순영']",천안예술의전당 대공연장,2019/09/06 ~ 2019/09/06 
219,지하철 1호선,창작,,"['민채원', '김홍석', '황기석', '최정기', '임규한', '홍성희', '안소연', '이순형', '이창혁', '정다예', '오주언']",학전블루소극장,2019/10/29 ~ 2020/01/04 
220,러브 쏭 쓰루,창작,,"['루이스초이', '이선근', '이랑서']",CJ 아지트 대학로(구 SM아트홀),2019/09/20 ~ 2019/09/22 
221,그사람입니다 ,창작,,"['정은정', '이승연', '김상록', '서승우']",서산문화회관 소공연장,2019/09/19 ~ 2019/09/22 
222,우린 친구잖아 따로 ,창작,,"['김경애', '지나경', '백예은', '정다정', '현지수', '윤이나', '송하연', '김지온', '김도윤', '김태윤', '이영훈', '박정수']",김제문화예술회관,2019/11/21 ~ 2019/11/21 
223,나는 왜 그녀를 사랑하게 되었나,창작,6.7,"['아린', '강연호', '조한결', '이태화', '곽소영', '김동윤']",유니플렉스 2관,2019/03/16 ~ 2019/03/31 
224,드림스쿨,창작,,"['차강석', '김록기', '황정용', '조성준', '민지희', '김나율', '유미', '곽현호', '강성현', '안재완']",명작극장 2관 (구.여우별씨어터),2019/03/02 ~ 2019/12/31 
225,마법의 숲,어린이/가족,,"['정수빈', '손민아', '이승리']",한전아트센터,2019/03/30 ~ 2019/03/31 
226,러브 랭귀지 ,뮤지컬,,"['배경진', '김동찬', '김명일']",대구 수성아트피아 무학홀,2019/05/24 ~ 2019/05/25 
227,최현우의 위자드 ,어린이/가족,9.3,"['최현우', '최신혁']",양주문화예술회관 대공연장,2019/06/29 ~ 2019/06/29 
228,풍이와 금이의 소리여행 ,어린이/가족,9.7,"['김만석', '성남시립국악단']",성남아트센터 앙상블시어터,2019/07/25 ~ 2019/07/28 
229,고흐즈,창작,9.3,"['문동진', '김일교']",세븐파이프 홀,2019/08/08 ~ 2019/08/24 
230,천변살롱 ,창작,8.7,"['황석정', '하림', '고의석', '조윤정', '이동준']",울산 현대예술관 대공연장,2019/11/15 ~ 2019/11/15 
231,13 후르츠케이크,창작,9.2,"['이기현', '정소리']",백암아트홀,2019/09/26 ~ 2019/09/29 
232,점박이 공룡대모험 뒤섞인 세계 ,어린이/가족,9.5,"['김형근', '김두리', '이연주', '엄이슬', '박정민', '손원근', '김태문', '윤민우', '한찬규', '정혜은', '홍지연', '성호수', '정종환', '임은선']",KBS부산홀,2019/10/12 ~ 2019/10/13 
234,콩나물 버스,창작,10,"['이태린', '박두수']",세실극장,2019/12/27 ~ 2019/12/28 
236,달을 태우다 ,창작,8.7,"['서경진', '조호균', '이환의', '안승주', '정의윤', '강미경', '하도욱', '전성준']",남한산성아트홀 대극장,2019/10/04 ~ 2019/10/05 
237,청송의 빛 ,창작,,"['박미선', '이예민', '박수빈', '양윤서', '유은홍', '박혜민', '정태준', '이영신', '김도훈', '노승환', '김현웅', '박상령', '양현서']",주왕산국립공원 대전사 특설무대,2019/10/18 ~ 2019/10/19 
238,1976 할란카운티 ,창작,8.6,"['김다현', '서승원', '조상웅', '김보강', '왕시명', '강성진', '김상현', '정명은', '김형균', '류수화', '구옥분', '이준용', '김륜호', '김율', '조상현', '선일', '엄준식', '고철순', '신은총', '조혜인']",영화의전당 하늘연극장,2019/12/20 ~ 2019/12/29 
239,엘리자벳,라이선스,9.5,"['옥주현', '김소현', '신영숙', '김준수', '박형식', '정택운(빅스, 레오)', '이지훈', '강홍석', '박강현', '민영기', '손준호', '이소유', '이태원', '윤소호', '최우혁', '최병광', '한지연', '김정겸', '김지훈', '차형도', '원성준', '신지섭']",광주 문화예술회관 대극장,2019/03/01 ~ 2019/03/03 
240,광화문연가,창작,8.7,"['이건명', '강필석', '구원영', '김호영', '이석훈', '정욱진', '이찬동', '이은율', '린지', '이봄소리', '장은아', '오석원']",이천아트홀 대공연장,2019/03/22 ~ 2019/03/23 
241,로빈슨 크루소,어린이/가족,9.6,"['이현지', '민경찬']",밀양아리랑아트센터 대극장,2019/08/02 ~ 2019/08/03 
242,에밀레,퍼포먼스,8.3,"['한성', '이현석', '서별이', '전영화', '백상현', '황정현', '김수영', '이호준', '강다래', '강소희', '강유림', '김경률', '김미연', '김성일', '김영지', '김유진', '김태훈', '유주희', '이재준', '이혜솜', '정화현', '함도균', '황하린']",경주세계문화엑스포공원 문화센터 공연장,2019/03/19 ~ 2019/11/30 
243,하늘을 난 라이트 형제,어린이/가족,,"['이민재', '최소영', '장원령', '이원장', '박규연', '정한슬']",명보아트홀 다온홀,2019/03/22 ~ 2019/03/23 
244,장 담그는 날,창작,9.6,"['황수정', '한규정', '김효성', '박가람', '이환희']",소월아트홀,2019/05/02 ~ 2019/06/02 
245,해운대 연가,창작,9.8,"['전해주', '박재현']",해운대문화회관 해운홀(대공연장),2019/07/03 ~ 2019/07/06 
246,프레임,어린이/가족,9,['임태홍'],부산 북구 문화빙상센터 공연장,2019/08/30 ~ 2019/08/31 
247,스프레이,퍼포먼스,9.2,"['이상희', '김정아', '신은경', '최재형']",백암아트홀,2019/10/03 ~ 2019/10/06 
248,손 없는 색시,뮤지컬,8.7,"['윤동기', '최가현', '노현', '박진주', '방은지']",설문대여성문화센터,2019/07/27 ~ 2019/07/27 
249,화랑의 혼 대왕문무,뮤지컬,,"['이용진', '문지수', '박상후', '이현지', '문민']",건국대학교 새천년관 대공연장,2019/10/25 ~ 2019/10/25 
250,나의 이름 진달래,뮤지컬,,"['김수빈', '김철호', '박소연', '이봄이', '이한님', '신주아', '염성훈', '임재현', '도수민', '추미정', '김나연', '김한결', '박준호', '신광희', '김거성', '이성주']",장안구민회관 한누리아트홀,2019/09/07 ~ 2019/09/07 
251,삼국유사,창작,,"['황성현', '유성재', '랑연', '신진경', '윤병일', '전해주', '박진서']",삼국유사교육문화회관,2019/12/28 ~ 2019/12/29 
253,마흔 즈음에,창작,9.7,['채환'],KBS부산홀,2019/04/27 ~ 2019/04/27 
254,은밀하게 위대하게,창작,9.5,"['조병준', '조준휘', '윤영석', '정휘욱', '김은주', '박희수']",김해서부문화센터 하늬홀,2019/05/10 ~ 2019/05/26 
255,포장마차,뮤지컬,9.2,"['오충수', '김선영', '이준호', '박소영', '황윤지', '박정민', '김지원', '정재종']",CS아트홀,2019/03/23 ~ 2019/07/20 
256,플라잉,퍼포먼스,10,"['왕지웬', '제리거', '한국영', '미나', '정의혁', '보드카', '김태희', '왕웬웬', '김하은', '정해엽']",경주세계문화엑스포공원 문화센터 공연장,2019/04/02 ~ 2019/11/24 
257,핑크퐁 클래식 나라,어린이/가족,9.3,"['대니 구', '백윤학']",예술의전당 콘서트홀,2019/07/27 ~ 2019/07/27 
258,햇님이 달님이,어린이/가족,,"['박선령', '조재문']",소극장 쇠내골,2019/07/04 ~ 2020/03/01 
259,"오, 박씨!",창작,9.2,"['임찬민', '세용', '정재헌', '전예지', '권상석', '양다은']",CJ 아지트 대학로(구 SM아트홀),2019/08/23 ~ 2019/09/08 
261,삼거리 스투디오,창작,,['이자영'],송도 트라이볼,2019/08/31 ~ 2019/09/01 
262,지브로,창작,9.2,"['이설형', '임미영', '차현지', '이지웅', '고영민']",플랫폼74,2019/10/22 ~ 2019/12/31 
263,외딴섬,뮤지컬,,"['김선용', '노혜린', '변민지']",열림홀,2019/12/03 ~ 2019/12/04 
264,너무 아픈 사랑은 사랑이 아니었음을,창작,9.7,"['박근영', '최용우', '김철민', '이상흔', '신해미', '이주영', '김유란', '강예린', '주연아']",전주 우진문화공간,2019/01/09 ~ 2019/01/27 
265,백설공주샵,어린이/가족,9.6,"['오범석', '박선령', '우채민', '조재문', '홍성안', '신혁']",소극장 쇠내골,2019/02/15 ~ 2019/12/15 
266,아빠 캠핑가요,어린이/가족,8,['최대훈'],윤당아트홀 2관,2019/07/05 ~ 2019/09/08 
267,베이킹,창작,7,"['최온겸', '강승리']",대전컨벤션센터 전시홀,2019/08/09 ~ 2019/08/11 
268,벌룬서커스,창작,10,['박재근'],현대백화점 킨텍스점 9층 문화홀,2019/08/11 ~ 2019/08/11 
